2021-12-11 20:07:40+00:00,1469760817264533512,Aint Life Grand,"b'RT @neeb00psh: @Breaking911 ""stop asian hate! dont let them in college though""'"
2021-12-11 20:07:21+00:00,1469760736801050628,Reginald Banks,b'RT @AuforGA: Spent an empowering morning with the Center for Pan Asian Community Services at their Stop AAPI Hate coalition launch meeting.\xe2\x80\xa6'
2021-12-11 20:06:30+00:00,1469760523218608130,Melissa Thompson,b'RT @AuforGA: Spent an empowering morning with the Center for Pan Asian Community Services at their Stop AAPI Hate coalition launch meeting.\xe2\x80\xa6'
2021-12-11 20:03:31+00:00,1469759774631903238,(Byrøn) north atlanta santa 🎅🏾🦌🎁,b'RT @AuforGA: Spent an empowering morning with the Center for Pan Asian Community Services at their Stop AAPI Hate coalition launch meeting.\xe2\x80\xa6'
2021-12-11 20:01:23+00:00,1469759237949698055,Dr. Michelle Au,b'Spent an empowering morning with the Center for Pan Asian Community Services at their Stop AAPI Hate coalition laun\xe2\x80\xa6 https://t.co/ANU6bpm612'
2021-12-11 20:01:22+00:00,1469759232832593923,Scrubby Trader,"b'@Breaking911 STOP *certain* ASIAN HATE, right..? \nThis just like colleges refusing white people (aswell as everyone\xe2\x80\xa6 https://t.co/3YAKieybg2'"
2021-12-11 20:00:36+00:00,1469759041669038082,BTS 🌙,b'Jung Hoseok\xe2\x80\x99s sister Jiwoo experienced racism in LA airport.\xf0\x9f\xa5\xb2 Stop Asian Hate :((( #HOSEOK #JHOPE #BTS https://t.co/9lE9eyegpz'
2021-12-11 19:58:09+00:00,1469758422463700996,F. M. Towns,"b'RT @neeb00psh: @Breaking911 ""stop asian hate! dont let them in college though""'"
2021-12-11 19:56:57+00:00,1469758121560182784,Jai - 🏴󠁧󠁢󠁷󠁬󠁳󠁿🇦🇷,"b'Girls on Instagram thatll preach about ""Stop Asian Hate"" then call every Indian man in public a pedo are so fucking embarrassing \xf0\x9f\x92\x80'"
2021-12-11 19:52:18+00:00,1469756949080121345,🐐 Josef.Eth,b'@Breaking911 sToP AsiAn HaTe.....?'
2021-12-11 19:48:34+00:00,1469756011540062209,Sean McGuire,"b'RT @AnimatorROSEOAK: I took the blm and stop asian hate links out of my bio, and yeah\xe2\x80\xa6 I can now post on my story. Instagram, this is liter\xe2\x80\xa6'"
2021-12-11 19:47:00+00:00,1469755617552347143,CAMVP 💎🤲🏽🚀🦍📈,"b'RT @neeb00psh: @Breaking911 ""stop asian hate! dont let them in college though""'"
2021-12-11 19:44:17+00:00,1469754932131766273,Tracy O'Connell Novick,"b'RT @AnimatorROSEOAK: I took the blm and stop asian hate links out of my bio, and yeah\xe2\x80\xa6 I can now post on my story. Instagram, this is liter\xe2\x80\xa6'"
